,carat,cut,color,clarity,depth,table,price,'x','y','z'
44617,0.5,b'Ideal',b'H',b'VVS2',60.3,58.0,1608.0,5.14,5.21,3.12
2100,0.86,b'Very Good',b'H',b'SI1',63.8,56.0,3115.0,6.02,6.05,3.85
34441,0.31,b'Ideal',b'E',b'VVS2',60.9,55.0,864.0,4.42,4.45,2.7
10293,1.02,b'Fair',b'H',b'SI1',65.5,60.0,4758.0,6.29,6.22,4.1
4213,0.7,b'Very Good',b'D',b'VS1',61.2,56.0,3567.0,5.68,5.75,3.5
26672,0.26,b'Very Good',b'G',b'VVS2',62.2,56.0,426.0,4.08,4.1,2.54
7480,1.02,b'Premium',b'F',b'SI2',60.2,61.0,4238.0,6.52,6.48,3.91
14562,1.0,b'Ideal',b'D',b'SI1',60.5,57.0,5880.0,6.52,6.48,3.93
49775,0.7,b'Premium',b'F',b'SI1',61.3,59.0,2161.0,5.71,5.74,3.51
44283,0.51,b'Ideal',b'G',b'VS1',62.5,57.0,1577.0,5.08,5.1,3.18
8547,1.01,b'Very Good',b'H',b'SI1',61.9,57.0,4432.0,6.36,6.41,3.95
47591,0.51,b'Very Good',b'D',b'VS2',60.1,59.0,1877.0,5.16,5.19,3.11
16923,1.16,b'Ideal',b'E',b'SI1',61.9,55.0,6755.0,6.74,6.79,4.19
19604,1.04,b'Very Good',b'G',b'IF',61.7,58.0,8225.0,6.47,6.6,4.03
49131,0.56,b'Ideal',b'D',b'VS2',61.1,56.0,2066.0,5.33,5.3,3.25
23554,1.51,b'Very Good',b'E',b'SI1',63.1,58.0,11565.0,7.28,7.23,4.58
47377,0.57,b'Premium',b'D',b'SI1',61.1,56.0,1847.0,5.38,5.33,3.27
30499,0.31,b'Ideal',b'D',b'SI1',62.4,53.0,732.0,4.35,4.33,2.71
53327,0.73,b'Ideal',b'G',b'SI1',62.1,56.0,2654.0,5.74,5.79,3.58
18135,1.06,b'Ideal',b'F',b'VS1',61.9,57.0,7345.0,6.53,6.55,4.05
20360,1.57,b'Ideal',b'G',b'SI1',61.7,55.0,8752.0,7.51,7.44,4.61
18156,1.02,b'Ideal',b'G',b'VS1',61.5,55.0,7357.0,6.49,6.52,4.0
42156,0.53,b'Very Good',b'F',b'SI1',59.2,59.0,1284.0,5.31,5.34,3.15
42838,0.41,b'Ideal',b'F',b'VVS1',60.9,56.0,1356.0,4.83,4.79,2.93
10860,1.24,b'Ideal',b'J',b'SI1',61.8,57.0,4875.0,6.92,6.86,4.26
27747,1.51,b'Ideal',b'G',b'IF',61.7,55.0,18806.0,7.37,7.41,4.56
34773,0.41,b'Premium',b'D',b'SI2',62.3,58.0,876.0,4.77,4.74,2.96
30154,0.45,b'Premium',b'J',b'SI2',60.9,57.0,720.0,4.95,4.9,3.05
20808,1.23,b'Premium',b'E',b'VS2',61.7,57.0,9037.0,6.87,6.84,4.23
53740,0.77,b'Premium',b'E',b'SI2',59.8,56.0,2723.0,6.01,5.96,3.58
15887,1.06,b'Premium',b'D',b'SI1',61.1,59.0,6352.0,6.63,6.56,4.03
15233,1.0,b'Fair',b'F',b'VS1',64.8,61.0,6115.0,6.26,6.21,4.04
26654,2.0,b'Very Good',b'I',b'VS2',60.4,60.0,16459.0,8.14,8.19,4.93
46179,0.5,b'Premium',b'E',b'VS2',62.9,59.0,1746.0,5.09,5.06,3.19
24972,1.2,b'Ideal',b'E',b'VVS1',61.6,57.0,13474.0,6.78,6.83,4.19
27364,0.28,b'Ideal',b'E',b'VVS2',62.1,56.0,646.0,4.19,4.21,2.61
2257,0.75,b'Ideal',b'D',b'SI1',62.0,58.0,3152.0,5.81,5.84,3.61
13324,1.02,b'Very Good',b'F',b'SI1',59.8,58.0,5500.0,6.49,6.55,3.9
20456,1.24,b'Ideal',b'G',b'VS2',62.0,56.0,8797.0,6.87,6.9,4.27
38342,0.32,b'Ideal',b'G',b'IF',62.9,55.0,1020.0,4.41,4.37,2.76
9083,1.07,b'Premium',b'G',b'SI2',62.0,59.0,4523.0,6.54,6.5,4.04
5355,1.18,b'Very Good',b'D',b'I1',61.5,62.0,3816.0,6.73,6.88,4.19
38861,0.4,b'Premium',b'F',b'VS1',60.5,60.0,1050.0,4.8,4.76,2.89
40703,0.4,b'Ideal',b'E',b'VVS2',62.1,56.0,1158.0,4.7,4.73,2.93
22161,1.27,b'Premium',b'G',b'VVS2',61.0,58.0,10203.0,6.96,7.01,4.26
1519,0.72,b'Ideal',b'H',b'SI1',61.1,56.0,2997.0,5.78,5.8,3.54
1378,0.86,b'Very Good',b'G',b'SI2',62.6,56.0,2967.0,6.01,6.07,3.78
22056,1.72,b'Good',b'G',b'SI2',62.8,59.3,10084.0,7.55,7.62,4.76
25599,2.14,b'Ideal',b'I',b'SI2',61.9,56.0,14452.0,8.26,8.22,5.1
18971,1.56,b'Ideal',b'J',b'VS2',62.4,57.0,7809.0,7.39,7.46,4.63
15206,1.01,b'Premium',b'G',b'VS2',58.5,61.0,6108.0,6.57,6.52,3.83
22005,1.53,b'Very Good',b'H',b'VS1',59.5,63.0,10076.0,7.51,7.44,4.45
17508,1.14,b'Ideal',b'I',b'VS1',61.1,56.0,7038.0,6.73,6.76,4.12
45968,0.32,b'Very Good',b'D',b'SI1',63.0,57.0,526.0,4.35,4.38,2.75
1316,0.72,b'Ideal',b'H',b'VVS1',62.0,55.0,2958.0,5.74,5.77,3.57
5842,1.0,b'Premium',b'H',b'SI2',60.2,61.0,3920.0,6.48,6.44,3.89
39890,0.42,b'Ideal',b'F',b'VS1',61.3,57.0,1103.0,4.85,4.8,2.96
16211,1.07,b'Ideal',b'H',b'VS1',60.2,59.0,6479.0,6.66,6.69,4.02
12820,1.02,b'Ideal',b'G',b'VS2',62.4,57.0,5346.0,6.47,6.36,4.0
5832,1.1,b'Good',b'F',b'SI2',63.7,58.0,3918.0,6.48,6.45,4.12
9821,1.01,b'Premium',b'G',b'SI1',61.0,62.0,4672.0,6.49,6.4,3.93
45486,0.53,b'Ideal',b'H',b'VS1',61.8,56.0,1678.0,5.22,5.26,3.24
28099,0.31,b'Very Good',b'F',b'SI1',63.1,57.0,663.0,4.31,4.28,2.71
33290,0.31,b'Very Good',b'D',b'SI2',62.5,55.0,462.0,4.3,4.34,2.7
24427,2.02,b'Premium',b'H',b'SI2',61.7,61.0,12680.0,8.14,8.08,5.01
29796,0.3,b'Ideal',b'D',b'SI1',62.5,57.0,709.0,4.32,4.29,2.69
15372,0.27,b'Very Good',b'E',b'VVS2',61.2,60.0,606.0,4.16,4.17,2.55
33002,0.3,b'Ideal',b'E',b'VVS1',61.0,56.0,813.0,4.34,4.38,2.66
12180,1.06,b'Premium',b'G',b'SI1',62.7,56.0,5183.0,6.55,6.46,4.08
20180,1.6,b'Premium',b'I',b'SI2',60.8,58.0,8630.0,7.59,7.51,4.59
28694,0.43,b'Ideal',b'J',b'VS1',62.1,55.0,679.0,4.84,4.86,3.01
6318,1.16,b'Ideal',b'J',b'SI1',60.7,57.0,4028.0,6.83,6.77,4.13
23478,1.28,b'Very Good',b'G',b'VVS2',59.5,56.0,11478.0,7.12,7.16,4.25
44760,0.52,b'Very Good',b'E',b'VS2',62.8,55.0,1621.0,5.11,5.15,3.22
26586,2.01,b'Very Good',b'I',b'VS2',59.6,60.0,16304.0,8.13,8.19,4.86
51931,0.78,b'Good',b'H',b'VS2',63.7,60.0,2440.0,5.77,5.73,3.66
34716,0.37,b'Premium',b'D',b'SI1',60.4,59.0,874.0,4.68,4.62,2.81
39129,0.41,b'Premium',b'G',b'VS2',61.4,59.0,1061.0,4.79,4.75,2.93
53140,0.71,b'Ideal',b'H',b'VS2',62.2,56.0,2622.0,5.68,5.74,3.55
32441,0.43,b'Premium',b'F',b'SI1',62.6,58.0,792.0,4.77,4.81,3.0
51894,0.73,b'Ideal',b'E',b'SI2',61.3,54.0,2431.0,5.8,5.88,3.58
44452,0.51,b'Premium',b'G',b'VS1',61.0,58.0,1591.0,5.2,5.16,3.16
48695,0.54,b'Ideal',b'G',b'VVS1',62.2,53.9,2007.0,5.22,5.25,3.26
52714,0.59,b'Very Good',b'F',b'IF',62.8,56.0,2554.0,5.31,5.36,3.35
2224,0.71,b'Ideal',b'E',b'VS2',60.1,59.0,3145.0,5.79,5.83,3.49
25682,0.3,b'Very Good',b'F',b'VS2',63.2,59.0,642.0,4.27,4.24,2.69
43148,0.33,b'Ideal',b'F',b'IF',62.1,56.0,1389.0,4.41,4.44,2.75
25394,2.01,b'Ideal',b'I',b'SI2',61.5,56.0,14103.0,8.1,8.16,5.0
48014,0.7,b'Fair',b'F',b'SI2',58.2,66.0,1920.0,5.77,5.74,3.35
16209,1.02,b'Good',b'F',b'VS2',63.3,59.0,6479.0,6.37,6.4,4.04
31331,0.37,b'Ideal',b'F',b'VS2',61.7,55.0,759.0,4.61,4.73,2.88
5571,1.04,b'Premium',b'G',b'SI2',62.2,59.0,3861.0,6.57,6.49,4.06
37291,0.31,b'Premium',b'G',b'VVS1',59.8,62.0,977.0,4.41,4.35,2.62
5793,1.0,b'Good',b'F',b'SI2',63.7,57.0,3906.0,6.32,6.36,4.04
50235,0.72,b'Ideal',b'F',b'SI2',62.4,55.0,2232.0,5.72,5.76,3.58
5738,1.03,b'Good',b'H',b'SI2',65.0,57.0,3892.0,6.3,6.32,4.1
19008,1.21,b'Very Good',b'F',b'VS2',63.3,58.0,7826.0,6.73,6.67,4.24
37496,0.53,b'Premium',b'E',b'SI2',59.9,58.0,984.0,5.31,5.27,3.17
40586,0.41,b'Premium',b'E',b'VS1',59.9,58.0,1153.0,4.88,4.83,2.91
41627,0.24,b'Ideal',b'H',b'IF',62.1,57.0,504.0,4.0,4.04,2.5
5276,1.13,b'Ideal',b'E',b'I1',62.0,55.0,3797.0,6.7,6.66,4.14
15275,1.01,b'Ideal',b'G',b'VS2',60.4,61.0,6132.0,6.45,6.5,3.91
35205,0.44,b'Very Good',b'J',b'VS1',63.2,57.0,891.0,4.86,4.82,3.06
22440,2.46,b'Premium',b'E',b'SI2',59.7,59.0,10470.0,8.82,8.76,5.25
14087,1.27,b'Very Good',b'H',b'SI2',60.6,59.0,5715.0,6.97,7.0,4.23
27990,0.3,b'Ideal',b'E',b'VS2',62.0,55.0,658.0,4.25,4.3,2.65
22736,1.15,b'Ideal',b'F',b'VVS2',62.7,57.0,10757.0,6.69,6.65,4.18
26917,1.93,b'Premium',b'H',b'VS1',60.5,60.0,16941.0,7.98,8.06,4.85
44757,0.52,b'Ideal',b'F',b'VS2',61.8,55.4,1620.0,5.13,5.17,3.18
3167,0.75,b'Ideal',b'F',b'SI1',61.8,56.0,3336.0,5.84,5.87,3.62
31897,0.3,b'Premium',b'G',b'VS1',61.3,58.0,776.0,4.33,4.29,2.64
23545,1.5,b'Ideal',b'H',b'VS1',61.0,56.8,11557.0,7.36,7.4,4.5
46520,0.51,b'Ideal',b'G',b'VS1',59.7,57.0,1781.0,5.25,5.2,3.12
24142,1.8,b'Good',b'F',b'SI2',57.9,58.0,12308.0,8.13,8.08,4.69
48688,0.71,b'Ideal',b'H',b'SI1',60.8,57.0,2006.0,5.77,5.81,3.52
14027,1.01,b'Ideal',b'D',b'SI1',62.0,55.0,5702.0,6.39,6.45,3.98
7016,0.92,b'Good',b'D',b'SI1',63.1,58.0,4158.0,6.11,6.16,3.87
46154,0.5,b'Ideal',b'G',b'VS1',62.3,55.0,1746.0,5.11,5.07,3.17
48766,0.5,b'Ideal',b'F',b'VVS1',62.0,58.0,2018.0,5.06,5.07,3.14
45409,0.51,b'Ideal',b'H',b'VS1',62.0,56.0,1668.0,5.14,5.17,3.2
50735,0.7,b'Very Good',b'H',b'SI1',60.4,61.0,2296.0,5.68,5.77,3.46
37713,0.34,b'Very Good',b'H',b'VVS1',63.2,58.0,995.0,4.45,4.41,2.8
15649,1.07,b'Premium',b'F',b'VS2',62.4,57.0,6274.0,6.55,6.5,4.07
12237,1.01,b'Premium',b'H',b'VS1',62.7,58.0,5199.0,6.37,6.39,4.0
38814,0.45,b'Premium',b'F',b'SI1',61.1,58.0,1046.0,4.97,4.95,3.03
28278,0.31,b'Very Good',b'J',b'SI1',62.7,59.0,363.0,4.29,4.32,2.7
9227,1.02,b'Good',b'H',b'SI1',63.9,55.0,4558.0,6.4,6.37,4.08
5585,1.0,b'Fair',b'F',b'SI2',65.5,54.0,3864.0,6.2,6.16,4.05
5590,1.17,b'Good',b'D',b'SI2',57.4,59.0,3866.0,7.02,6.95,4.01
33996,0.42,b'Premium',b'G',b'VS2',61.9,58.0,847.0,4.77,4.82,2.97
18691,0.33,b'Ideal',b'F',b'VS2',60.9,56.0,619.0,4.47,4.49,2.73
46109,0.59,b'Ideal',b'D',b'SI1',61.6,57.0,1743.0,5.41,5.44,3.34
46101,0.55,b'Ideal',b'H',b'VVS1',60.5,57.0,1741.0,5.32,5.35,3.23
31566,0.31,b'Ideal',b'D',b'VVS2',61.9,56.0,766.0,4.37,4.39,2.71
14743,1.26,b'Ideal',b'G',b'SI2',60.9,55.0,5937.0,7.0,7.05,4.28
8244,1.07,b'Premium',b'H',b'VS2',60.6,60.0,4374.0,6.66,6.63,4.03
50630,0.23,b'Very Good',b'D',b'VS2',62.9,57.0,402.0,3.92,3.97,2.48
16237,1.18,b'Ideal',b'I',b'VVS1',59.7,54.0,6494.0,6.99,6.92,4.15
39323,0.51,b'Very Good',b'J',b'SI1',63.3,56.0,1071.0,5.12,5.02,3.21
53123,0.74,b'Very Good',b'E',b'SI2',63.1,57.0,2617.0,5.8,5.76,3.65
15373,0.4,b'Very Good',b'J',b'VS1',62.1,57.0,606.0,4.69,4.72,2.92
12145,1.14,b'Ideal',b'J',b'SI1',61.5,56.0,5174.0,6.7,6.74,4.13
159,0.73,b'Ideal',b'D',b'SI2',59.9,57.0,2770.0,5.92,5.89,3.54
25235,1.5,b'Good',b'E',b'VS2',63.9,58.0,13846.0,7.21,7.19,4.6
1589,0.71,b'Very Good',b'E',b'VS1',63.4,58.0,3009.0,5.64,5.68,3.59
24035,0.29,b'Good',b'F',b'IF',56.8,65.0,633.0,4.37,4.4,2.49
15369,0.3,b'Premium',b'F',b'VS2',62.5,58.0,605.0,4.26,4.28,2.67
38333,0.32,b'Ideal',b'E',b'VVS1',61.7,56.0,1020.0,4.42,4.4,2.72
23071,2.25,b'Ideal',b'I',b'SI2',60.7,56.0,11104.0,8.54,8.5,5.17
7190,0.9,b'Very Good',b'D',b'SI1',63.4,53.0,4187.0,6.1,6.17,3.89
16566,1.01,b'Premium',b'G',b'VS1',62.6,59.0,6618.0,6.43,6.38,4.01
10576,1.02,b'Ideal',b'H',b'SI1',58.8,57.0,4819.0,6.66,6.6,3.9
30750,0.47,b'Ideal',b'J',b'SI1',61.9,55.0,740.0,5.0,5.05,3.11
47829,0.63,b'Premium',b'F',b'VS2',61.5,59.0,1905.0,5.53,5.5,3.39
23864,1.51,b'Premium',b'F',b'SI1',63.0,58.0,11957.0,7.32,7.28,4.6
46132,0.56,b'Ideal',b'H',b'VVS2',62.1,57.0,1745.0,5.26,5.3,3.27
34324,0.39,b'Premium',b'F',b'SI1',61.3,62.0,860.0,4.71,4.68,2.88
35596,0.31,b'Premium',b'H',b'VVS1',63.0,58.0,907.0,4.37,4.33,2.74
33204,0.39,b'Ideal',b'I',b'VVS1',62.5,53.1,820.0,4.68,4.7,2.93
22173,1.5,b'Ideal',b'E',b'SI1',62.3,57.0,10214.0,7.33,7.28,4.55
15592,1.05,b'Ideal',b'H',b'SI1',61.3,57.0,6255.0,6.51,6.54,4.0
53490,0.71,b'Premium',b'D',b'VS2',62.7,58.0,2683.0,5.67,5.53,3.54
28454,0.41,b'Very Good',b'G',b'SI1',62.8,58.0,671.0,4.72,4.74,2.97
23782,1.69,b'Ideal',b'G',b'SI1',61.8,53.0,11843.0,7.68,7.71,4.75
35548,0.35,b'Ideal',b'H',b'VVS2',63.0,55.0,906.0,4.5,4.48,2.83
36469,0.38,b'Ideal',b'G',b'VVS2',61.0,56.0,943.0,4.67,4.71,2.86
38454,0.44,b'Premium',b'E',b'SI2',59.7,61.0,1028.0,4.97,4.91,2.95
4727,0.33,b'Very Good',b'I',b'SI1',63.2,58.0,572.0,4.38,4.36,2.76
17622,1.0,b'Premium',b'E',b'VS1',63.0,60.0,7096.0,6.38,6.32,4.0
2951,0.74,b'Premium',b'D',b'VS2',58.0,59.0,3294.0,6.0,5.93,3.46
35323,0.31,b'Ideal',b'F',b'VVS1',62.1,56.0,897.0,4.35,4.38,2.71
30622,0.3,b'Very Good',b'G',b'SI1',62.9,59.0,447.0,4.24,4.28,2.68
10350,0.9,b'Premium',b'F',b'VS1',59.0,58.0,4770.0,6.29,6.33,3.72
49958,0.3,b'Ideal',b'H',b'SI1',62.9,57.0,540.0,4.31,4.28,2.7
45505,1.0,b'Premium',b'J',b'I1',58.3,58.0,1681.0,6.61,6.51,3.82
39233,0.38,b'Premium',b'D',b'VS1',61.9,60.0,1067.0,4.62,4.66,2.87
40123,0.41,b'Ideal',b'F',b'VVS2',61.4,56.0,1115.0,4.76,4.81,2.94
15717,0.36,b'Premium',b'G',b'SI2',61.9,56.0,608.0,4.59,4.55,2.83
40591,0.3,b'Fair',b'F',b'SI1',63.1,58.0,496.0,4.3,4.22,2.69
24297,3.22,b'Ideal',b'I',b'I1',62.6,55.0,12545.0,9.49,9.42,5.92
12449,1.21,b'Premium',b'F',b'SI2',58.9,60.0,5243.0,6.81,6.74,3.99
51945,0.72,b'Premium',b'G',b'VS2',62.4,57.0,2441.0,5.73,5.72,3.57
15271,1.01,b'Very Good',b'E',b'SI1',63.6,56.0,6132.0,6.3,6.37,4.03
5185,0.9,b'Good',b'G',b'SI1',63.8,61.0,3774.0,6.09,6.05,3.87
22031,0.34,b'Very Good',b'H',b'SI1',63.3,56.0,628.0,4.46,4.45,2.82
8549,1.07,b'Ideal',b'H',b'SI2',59.2,57.0,4434.0,6.7,6.64,3.95
38010,0.31,b'Very Good',b'D',b'VVS2',60.5,56.0,1009.0,4.38,4.41,2.66
18514,1.17,b'Ideal',b'G',b'VS2',62.0,56.0,7548.0,6.74,6.71,4.17
28220,0.33,b'Very Good',b'G',b'VS1',59.7,61.0,666.0,4.44,4.47,2.66
2092,0.78,b'Very Good',b'G',b'VS2',62.6,58.0,3113.0,5.81,5.89,3.66
21793,1.7,b'Ideal',b'H',b'SI2',61.9,59.0,9864.0,7.59,7.67,4.72
10207,1.0,b'Very Good',b'G',b'SI1',59.3,63.0,4741.0,6.44,6.48,3.83
44716,0.61,b'Premium',b'I',b'VS1',60.0,61.0,1614.0,5.53,5.5,3.31
32955,0.24,b'Very Good',b'F',b'VS2',61.3,54.0,461.0,4.02,4.07,2.47
41869,0.38,b'Ideal',b'F',b'VVS1',62.2,57.0,1257.0,4.68,4.64,2.9
24322,1.27,b'Ideal',b'F',b'VVS2',62.2,54.0,12576.0,6.92,6.95,4.31
19810,1.03,b'Very Good',b'F',b'VVS2',61.3,57.0,8375.0,6.49,6.53,3.99
1098,1.0,b'Fair',b'H',b'SI2',67.0,55.0,2912.0,6.25,6.12,4.16
1381,0.31,b'Premium',b'E',b'SI2',61.2,61.0,558.0,4.37,4.36,2.67
50758,0.72,b'Premium',b'F',b'SI2',60.5,59.0,2298.0,5.83,5.8,3.52
8605,1.08,b'Premium',b'G',b'SI2',60.3,58.0,4442.0,6.72,6.65,4.03
48511,0.54,b'Ideal',b'H',b'VVS2',60.9,57.0,1983.0,5.26,5.22,3.19
21281,2.0,b'Very Good',b'I',b'SI2',63.1,56.0,9435.0,7.98,7.84,5.0
11528,1.25,b'Premium',b'H',b'SI1',60.7,58.0,5027.0,7.04,6.99,4.26
28182,0.37,b'Ideal',b'I',b'VS2',61.7,57.0,666.0,4.64,4.6,2.85
15038,0.3,b'Ideal',b'H',b'VVS2',61.1,55.0,605.0,4.32,4.36,2.65
10433,1.01,b'Ideal',b'D',b'SI2',62.6,56.0,4785.0,6.34,6.4,3.99
29218,0.34,b'Ideal',b'I',b'IF',61.6,54.0,695.0,4.5,4.53,2.78
51040,0.82,b'Premium',b'E',b'SI2',60.0,56.0,2329.0,6.11,6.08,3.66
41216,0.4,b'Premium',b'D',b'VVS2',62.0,61.0,1206.0,4.72,4.7,2.92
11390,0.34,b'Ideal',b'E',b'SI1',62.3,57.0,596.0,4.48,4.51,2.8
41160,0.38,b'Ideal',b'F',b'VVS1',61.9,54.0,1200.0,4.67,4.7,2.9
7295,1.05,b'Ideal',b'J',b'VS2',62.3,56.0,4201.0,6.55,6.51,4.07
8068,0.31,b'Good',b'F',b'VS2',63.5,55.0,583.0,4.31,4.32,2.74
12935,1.13,b'Ideal',b'H',b'SI1',62.3,56.0,5384.0,6.66,6.69,4.16
42727,0.58,b'Ideal',b'D',b'SI2',62.7,56.0,1342.0,5.3,5.32,3.33
20620,1.23,b'Premium',b'G',b'VS1',61.3,58.0,8919.0,6.89,6.87,4.22
9764,0.9,b'Very Good',b'H',b'VS2',62.6,57.0,4662.0,6.11,6.09,3.82
32792,0.32,b'Ideal',b'E',b'VS2',62.0,55.0,804.0,4.41,4.37,2.72
3363,0.3,b'Very Good',b'I',b'VS2',62.7,56.0,407.0,4.27,4.28,2.68
1088,1.05,b'Premium',b'I',b'SI2',58.3,57.0,2911.0,6.72,6.67,3.9
12866,1.12,b'Premium',b'H',b'SI1',62.2,60.0,5363.0,6.65,6.59,4.12
10886,1.16,b'Ideal',b'G',b'SI2',61.9,56.0,4880.0,6.73,6.77,4.18
11590,1.07,b'Premium',b'F',b'SI1',61.7,58.0,5042.0,6.54,6.61,4.06
52809,0.71,b'Good',b'I',b'VVS1',63.8,56.0,2572.0,5.7,5.65,3.62
19225,1.01,b'Premium',b'E',b'VS1',62.9,61.0,7964.0,6.39,6.33,4.0
10503,1.02,b'Ideal',b'E',b'SI2',62.1,55.0,4798.0,6.51,6.4,4.01
12306,1.09,b'Ideal',b'H',b'SI1',62.5,56.0,5219.0,6.58,6.53,4.1
27810,0.3,b'Ideal',b'H',b'VVS1',61.1,56.0,650.0,4.33,4.37,2.66
20536,1.56,b'Premium',b'G',b'SI2',61.7,59.0,8858.0,7.51,7.43,4.61
49847,0.72,b'Very Good',b'G',b'SI1',63.6,56.0,2170.0,5.69,5.72,3.63
15906,1.0,b'Premium',b'E',b'VS2',62.9,59.0,6359.0,6.38,6.27,3.98
11944,1.01,b'Good',b'E',b'SI1',63.6,60.0,5132.0,6.32,6.38,4.04
39105,0.41,b'Very Good',b'H',b'VS1',63.5,56.0,1061.0,4.7,4.69,2.98
17611,1.24,b'Very Good',b'H',b'VS1',62.6,54.0,7092.0,6.84,6.88,4.29
276,0.71,b'Very Good',b'E',b'VS2',60.7,56.0,2795.0,5.81,5.82,3.53
12413,1.12,b'Very Good',b'H',b'SI1',62.3,55.0,5236.0,6.64,6.69,4.15
26943,2.09,b'Premium',b'H',b'SI2',62.1,58.0,17001.0,8.17,8.22,5.09
22313,1.21,b'Ideal',b'D',b'VS2',60.9,60.0,10353.0,6.91,6.86,4.19
19337,1.26,b'Very Good',b'G',b'VS2',63.3,57.0,8040.0,6.88,6.93,4.37
36674,0.3,b'Premium',b'D',b'VVS2',60.7,59.0,950.0,4.34,4.33,2.63
21162,1.53,b'Premium',b'J',b'VVS1',61.6,58.0,9322.0,7.4,7.37,4.55
5845,1.0,b'Fair',b'I',b'SI1',56.4,61.0,3920.0,6.58,6.55,3.7
36188,0.41,b'Very Good',b'E',b'VS1',62.9,56.0,931.0,4.72,4.78,2.99
27103,2.1,b'Ideal',b'I',b'SI1',60.8,60.0,17250.0,8.24,8.35,5.04
33905,0.3,b'Premium',b'E',b'VS2',62.0,58.0,844.0,4.29,4.26,2.65
24566,1.5,b'Very Good',b'G',b'VS1',61.7,63.0,12862.0,7.31,7.24,4.49
26910,1.52,b'Ideal',b'E',b'VS1',62.4,54.0,16916.0,7.32,7.39,4.59
24045,0.38,b'Very Good',b'H',b'SI1',61.2,62.0,633.0,4.62,4.66,2.84
25518,2.0,b'Ideal',b'J',b'VS2',61.0,57.0,14323.0,8.08,8.13,4.94
46092,0.96,b'Fair',b'H',b'I1',69.2,56.0,1739.0,5.97,5.83,4.08
2490,0.91,b'Very Good',b'F',b'SI1',63.3,60.0,3195.0,6.1,6.06,3.85
21826,1.04,b'Ideal',b'E',b'VVS2',62.4,56.0,9897.0,6.51,6.47,4.05
48933,0.57,b'Ideal',b'D',b'VS1',61.1,57.0,2043.0,5.33,5.37,3.27
40510,0.45,b'Good',b'F',b'VS1',58.6,62.2,1144.0,5.0,5.05,2.95
14482,1.03,b'Premium',b'H',b'VS1',61.2,58.0,5849.0,6.55,6.52,4.0
45895,0.52,b'Ideal',b'D',b'SI1',60.9,57.0,1720.0,5.21,5.17,3.16
36703,0.32,b'Premium',b'G',b'IF',59.4,60.0,952.0,4.47,4.45,2.65
15072,1.02,b'Very Good',b'G',b'VS2',62.1,59.0,6058.0,6.41,6.47,4.0
2384,0.32,b'Premium',b'E',b'SI1',62.3,58.0,561.0,4.37,4.4,2.73
8016,1.19,b'Very Good',b'J',b'SI2',63.4,56.8,4329.0,6.7,6.79,4.27
39852,0.38,b'Ideal',b'E',b'VVS2',61.9,57.0,1100.0,4.63,4.65,2.87
16499,1.28,b'Premium',b'H',b'SI1',62.0,62.0,6595.0,6.93,6.87,4.28
34631,0.31,b'Ideal',b'E',b'VS2',61.0,54.0,872.0,4.41,4.37,2.68
48456,0.58,b'Premium',b'G',b'VVS2',61.5,60.0,1975.0,5.37,5.33,3.29
19503,1.7,b'Good',b'J',b'VS2',63.6,59.0,8134.0,7.53,7.48,4.77
33132,0.31,b'Premium',b'G',b'VVS1',60.7,58.0,816.0,4.37,4.4,2.66
41862,0.64,b'Ideal',b'I',b'SI2',61.2,55.0,1257.0,5.54,5.6,3.41
28398,0.28,b'Very Good',b'E',b'VVS2',63.2,56.0,669.0,4.17,4.21,2.65
50450,0.7,b'Very Good',b'F',b'SI1',61.1,59.0,2264.0,5.68,5.78,3.5
50245,0.7,b'Ideal',b'G',b'SI2',61.3,58.0,2234.0,5.67,5.69,3.48
18354,1.52,b'Very Good',b'J',b'VS2',62.6,58.0,7467.0,7.28,7.31,4.57
21083,1.41,b'Good',b'H',b'VS2',63.8,60.0,9254.0,7.12,7.04,4.52
28753,0.31,b'Ideal',b'E',b'VS2',61.4,54.0,680.0,4.38,4.41,2.7
3802,0.56,b'Ideal',b'D',b'VVS1',61.9,56.0,3465.0,5.28,5.32,3.28
48077,0.56,b'Ideal',b'E',b'VS1',61.3,55.0,1930.0,5.29,5.32,3.25
30386,0.33,b'Ideal',b'G',b'VVS2',61.6,54.0,730.0,4.44,4.49,2.75
36304,0.32,b'Premium',b'H',b'VVS1',61.4,58.0,936.0,4.41,4.38,2.7
36593,0.3,b'Premium',b'F',b'IF',60.7,58.0,947.0,4.33,4.37,2.64
39410,0.41,b'Ideal',b'F',b'VS1',60.6,57.0,1076.0,4.84,4.79,2.92
52081,0.72,b'Ideal',b'F',b'SI2',61.8,57.0,2456.0,5.75,5.78,3.56
12991,1.02,b'Very Good',b'F',b'SI1',63.2,59.0,5398.0,6.38,6.35,4.02
20878,1.57,b'Ideal',b'I',b'SI1',62.0,59.0,9095.0,7.41,7.45,4.61
50462,0.72,b'Very Good',b'G',b'SI1',62.8,59.0,2265.0,5.69,5.74,3.59
13527,1.0,b'Premium',b'E',b'SI1',62.6,60.0,5544.0,6.35,6.3,3.97
28064,0.31,b'Good',b'F',b'VVS2',63.6,55.0,660.0,4.29,4.33,2.74
7269,1.0,b'Ideal',b'I',b'SI1',61.4,56.0,4200.0,6.45,6.39,3.94
38115,0.3,b'Premium',b'H',b'IF',62.9,58.0,1013.0,4.29,4.26,2.69
